slug
MGLU3
VIIA3
HAPV3
PETR4
B3SA3
ITUB4
BBDC4
RAIZ4
AMER3
ITSA4
COGN3
VALE3
MRVE3
CIEL3
CVCB3
PRIO3
AZUL4
NTCO3
CASH3
LWSA3
PETZ3
ABEV3
CPLE6
BRFS3
OIBR3
GOLL4
RRRP3
LREN3
AMAR3
HBSA3
USIM5
EMBR3
PETR3
CSNA3
CCRO3
ELET3
GGBR4
CSAN3
BBAS3
VBBR3
CMIG4
TEND3
GOAU4
GMAT3
JBSS3
LJQQ3
CMIN3
ANIM3
WEGE3
ASAI3
MRFG3
EQTL3
CBAV3
BBDC3
KLBN4
TOTS3
RAIL3
DXCO3
SOMA3
BBSE3
LIGT3
TIMS3
POMO4
RENT3
ENEV3
ECOR3
BEEF3
AERI3
QUAL3
VIVR3
SEQL3
SBSP3
CEAB3
JHSF3
UGPA3
POSI3
CRFB3
ALPA4
RDOR3
RADL3
CSMG3
MULT3
SUZB3
GRND3
ENBR3
CYRE3
RECV3
MOVI3
SIMH3
PCAR3
VAMO3
ALSO3
SAPR4
PSSA3
BRKM5
DIRR3
YDUQ3
RAPT4
STBP3
TRPL4
BRAP4
GUAR3
MLAS3
CXSE3
BRSR6
EZTC3
ELET6
HYPE3
GFSA3
SMTO3
ENAT3
ONCO3
BPAN4
CPLE3
EGIE3
ESPA3
CPFE3
ARZZ3
SLCE3
AESB3
CAML3
FLRY3
CURY3
INTB3
VIVT3
NEOE3
CLSA3
SQIA3
LAVV3
IRBR3
MDIA3
GGPS3
PGMN3
KLBN3
ENJU3
VIVA3
JALL3
ODPV3
MYPK3
ABCB4
RCSL4
BOAS3
PTBL3
SMFT3
EVEN3
TTEN3
LUPA3
MEAL3
INEP3
RANI3
ROMI3
SBFG3
MILS3
MBLY3
AMBP3
SYNE3
INEP4
ZAMP3
PLPL3
KEPL3
TUPY3
TECN3
MODL3
TASA4
TRAD3
AGRO3
ETER3
NGRD3
HBOR3
LOGG3
SEER3
BMGB4
IFCM3
CSED3
BLAU3
ORVR3
TRIS3
PNVL3
BMOB3
FRAS3
MTRE3
JSLG3
UNIP6
WIZC3
VITT3
SHUL4
SANB4
TAEE4
VLID3
AALR3
SANB3
SAPR3
DESK3
OPCT3
ARML3
ITUB3
TGMA3
MATD3
FESA4
PORT3
VULC3
PARD3
ITSA3
ALPK3
FIQE3
KRSA3
VVEO3
MELK3
OIBR4
RCSL3
DASA3
CSUD3
LEVE3
USIM3
ELMD3
BRAP3
AZEV4
LOGN3
SOJA3
PFRM3
MDNE3
CMIG3
TAEE3
TFCO4
LPSB3
POMO3
TPIS3
PINE4
PDGR3
BIOM3
SHOW3
BRIT3
PRNR3
DEXP3
BRPR3
IGTI3
LVTC3
GOAU3
GGBR3
SGPS3
DMVF3
WEST3
NINJ3
MNPR3
TASA3
TCSA3
ATOM3
RSID3
RNEW4
ALLD3
UNIP3
PDTC3
RAPT3
BRKM3
FHER3
CAMB3
CRPG5
AZEV3
HAGA4
ALUP4
LAND3
CTSA4
SLED4
DOTZ3
RDNI3
PMAM3
AGXY3
NEXP3
RNEW3
VSTE3
EUCA4
SCAR3
TELB4
CTSA3
BEES3
COCE5
ALUP3
EALT4
ENGI4
ALPA3
BPAC5
BRSR3
EUCA3
CEDO4
BMEB4
PTNT4
CTNM4
UCAS3
CEBR6
CLSC4
TELB3
ENGI3
OFSA3
APER3
HAGA3
SLED3
WHRL4
IGBR3
CEBR5
BAZA3
BPAC3
BEES4
RPMG3
BAHI3
EQPA3
CGRA4
OSXB3
MERC4
TRPL3
MTSA4
BSLI4
CEBR3
CRPG6
UNIP5
JFEN3
AFLT3
HETA4
WHRL3
DOHL4
EMAE4
BSLI3
HOOT4
RSUL4
PLAS3
BOBR4
CGRA3
HBRE3
PTNT3
MNDL3
CLSC3
BGIP4
BMIN4
EPAR3
DEXP4
REDE3
SNSY5
CGAS5
CGAS3
GEPA4
EQMA3B
TEKA4
AVLL3
CRIV3
FRTA3
ATMP3
MOAR3
EKTR4
BRSR5
BMEB3
BRGE8
BDLL4
IGTI4
CEDO3
SNSY3
BMKS3
BALM4
CEEB3
CSRN3
MGEL4
CRIV4
JOPA3
MWET4
BRIV4
BRGE11
CALI3
EALT3
TKNO4
GSHP3
RPAD3
CEEB5
CEED3
USIM6
BRIV3
NORD3
ENMT3
CTKA4
WLMM4
BNBR3
FESA3
MAPT3
BRKM6
DTCY3
BAUH4
HBTS5
GPAR3
ESTR4
SOND5
PEAB3
ELET5
RPAD5
GEPA3
LUXM4
EKTR3
BRGE3
CTNM3
PATI3
RPAD6
CSRN6
EQPA7
PEAB4
CPLE5
WLMM3
FRIO3
CBEE3
BRGE12
BRGE6
BMIN3
LIPR3
COCE3
DMFN3
SOND6
MRSA5B
CSRN5
WIZS3
LLIS3
BALM3
MTSA3
CSAB4
CRDE3
ENMT4
MSPA3
BDLL3
BRML3
DMMO3
CSAB3
EQPA5
GETT3
GETT4
JOPA4
SULA4
SULA3
MSPA4
AHEB3
AHEB6
CTKA3
CEED4
BGIP3
MRSA6B
BRGE5
CRPG3
MRSA3B
MWET3
DOHL3
PATI4
CEPE5
MERC3
TCNO4
TCNO3
CEPE6
BKBR3
MTIG4
MAPT4
BLUT4
BLUT3
MODL4
CARD3
FIGE3
FNCN3
CASN3
TEKA3
HETA3
LCAM3
BIDI4
BIDI3
EEEL4
EEEL3
BBRK3
SOND3
CEGR3
CESP6
CESP3
CESP5
ECPR4
MOSI3
POWE3
EQPA6
ECPR3
GNDI3
LAME4
LAME3
AHEB5
OMGE3
IGTA3
JPSA3
BRDT3
JBDU4
JBDU3
HGTX3
CCPR3
DTEX3
VVAR3
PNVL4
TESA3
BTOW3
ESTR3
LINX3
BTTL3
GPCP3
GPCP4
SMLS3
MMXM3
BSEV3
CNTO3
TIET4
TIET3
CORR4
ODER4
CEPE3
CALI4
SNSY6
CASN4
EMAE3
BRGE7
BPAR3
APTI4
VSPT3
MTIG3
FIGE4
LUXM3
TKNO3
COCE6
MGEL3
CTSA8
MMAQ4
